sample_id,bus_id,P_A,P_B,P_C,phase
0,80,0.0,2622.7083027963686,0.0,B
0,81,0.0,1928.302077892824,0.0,B
0,82,0.0,1779.689530716029,0.0,B
0,83,0.0,2530.905921519477,0.0,B
0,84,0.0,1445.5967535330299,0.0,B
0,85,0.0,1931.983409953562,0.0,B
0,86,0.0,2106.934481182676,0.0,B
0,87,0.0,2112.3973228231016,0.0,B
0,88,0.0,2222.6452733979163,0.0,B
0,89,0.0,2241.904014767423,0.0,B
0,90,0.0,1788.6217141821066,0.0,B
0,91,0.0,2087.258485766097,0.0,B
0,92,0.0,1855.7487046567248,0.0,B
0,93,0.0,1525.8283089214556,0.0,B
0,94,0.0,2225.3024829559295,0.0,B
0,95,0.0,2458.308034446494,0.0,B
0,96,0.0,1809.749336131129,0.0,B
0,97,0.0,2241.125019866077,0.0,B
0,98,0.0,1819.7603312869658,0.0,B
0,99,0.0,2463.316157022158,0.0,B
0,100,0.0,2486.789962081192,0.0,B
0,101,0.0,2064.956121073113,0.0,B
0,102,0.0,1472.6778903718584,0.0,B
0,103,0.0,2556.7260222961972,0.0,B
0,104,0.0,2380.892245067737,0.0,B
0,105,0.0,1534.5725384645314,0.0,B
0,106,0.0,1724.743896362136,0.0,B
0,107,0.0,2300.4849924604114,0.0,B
0,108,0.0,1985.1873763930125,0.0,B
0,109,0.0,1969.8616736172141,0.0,B
0,110,0.0,1775.4640088593471,0.0,B
0,111,0.0,1720.1202098012143,0.0,B
0,112,0.0,1291.491781176719,0.0,B
0,113,0.0,1710.165997356501,0.0,B
0,114,0.0,1726.9965837079415,0.0,B
0,115,0.0,2206.3013002800412,0.0,B
0,116,0.0,1856.5393290421923,0.0,B
0,117,0.0,2355.516289659135,0.0,B
0,118,0.0,2192.990557420133,0.0,B
0,119,0.0,2243.992435976718,0.0,B
0,120,0.0,2464.369899141163,0.0,B
0,121,0.0,1831.9257063322998,0.0,B
0,122,0.0,1546.125426652346,0.0,B
0,123,0.0,2043.1835508304675,0.0,B
0,124,425.55840334033047,0.0,964.6807998272668,AC
0,125,0.0,1995.6500588117144,0.0,B
0,126,262.49745148569457,0.0,1895.766879232808,AC
0,127,0.0,1138.920653137426,0.0,B
0,128,0.0,2076.051245562339,0.0,B
0,129,0.0,0.0,1626.5421204562526,C
0,130,0.0,2340.7120116585033,0.0,B
0,131,0.0,2044.4810256411874,0.0,B
0,132,0.0,1379.1848483723606,0.0,B
0,133,0.0,2300.020853735703,0.0,B
0,134,0.0,1628.93271975903,0.0,B
0,135,0.0,1903.1982664271559,0.0,B
0,136,0.0,1796.9236898810645,0.0,B
0,137,0.0,2343.081231371162,0.0,B
0,138,0.0,2662.0396227270394,0.0,B
0,139,0.0,2593.2188135826154,0.0,B
0,140,0.0,2436.8307801327633,0.0,B
0,141,0.0,2862.938318996605,0.0,B
0,142,0.0,2192.3037899779397,0.0,B
0,143,0.0,2222.4592343407166,0.0,B
0,144,0.0,1678.2536358863072,0.0,B
0,145,0.0,2049.840699764938,0.0,B
0,146,0.0,2182.5298039102813,0.0,B
0,147,0.0,1742.2175192447876,0.0,B
0,148,0.0,1970.1642955227774,0.0,B
0,149,0.0,1548.3162105594909,0.0,B
0,150,0.0,1646.5588444766076,0.0,B
0,151,0.0,2414.4278749631862,0.0,B
0,152,0.0,2212.775278382426,0.0,B
0,153,0.0,2037.2922475936477,0.0,B
0,154,0.0,2457.567330126848,0.0,B
0,155,0.0,2103.9091176176566,0.0,B
0,156,0.0,1623.5493227622464,0.0,B
0,157,0.0,1418.8878444152426,0.0,B
0,158,0.0,1864.2990889943082,0.0,B
0,159,0.0,2758.7512143153845,0.0,B
0,160,0.0,1363.4597195773972,0.0,B
0,161,0.0,2045.0749226322507,0.0,B
0,162,0.0,1998.699112388906,0.0,B
0,163,0.0,2471.5720820984207,0.0,B
0,164,0.0,2033.4510635155152,0.0,B
0,165,0.0,1831.597879985181,0.0,B
0,166,0.0,1797.2891931487904,0.0,B
0,167,0.0,1564.3030896327298,0.0,B
0,168,0.0,1893.577442057832,0.0,B
0,169,0.0,2137.7491455936192,0.0,B
0,170,0.0,1702.502560321027,0.0,B
0,171,0.0,2573.713541353028,0.0,B
0,172,0.0,1766.9497949772672,0.0,B
0,173,0.0,2195.1017522146844,0.0,B
0,174,0.0,2240.942035162701,0.0,B
0,175,0.0,1703.478915388263,0.0,B
0,176,0.0,2293.640999086787,0.0,B
0,177,0.0,2000.7202223791098,0.0,B
0,178,0.0,2449.5218606588037,0.0,B
0,179,0.0,2074.695119630734,0.0,B
0,180,0.0,2051.576948206644,0.0,B
0,181,0.0,2506.4219888856896,0.0,B
0,182,0.0,2804.668123746616,0.0,B
0,183,0.0,2011.2033464447873,0.0,B
0,184,0.0,2317.9316498621515,0.0,B
0,185,0.0,1767.0951389124798,0.0,B
0,186,0.0,2427.284425211038,0.0,B
0,187,0.0,1347.3768241822656,0.0,B
0,188,0.0,2074.5474204171815,0.0,B
0,189,0.0,2135.620624536665,0.0,B
0,190,0.0,2209.5825828802263,0.0,B
0,191,0.0,2246.179076996404,0.0,B
0,192,0.0,2157.778395163524,0.0,B
0,193,0.0,1500.1448420572478,0.0,B
0,194,0.0,1879.9918921231852,0.0,B
0,195,643.00789624051,0.0,635.2310549067827,AC
0,196,0.0,0.0,2045.6688901713826,C
0,197,0.0,0.0,2319.9185560108585,C
0,198,0.0,2099.7274839856354,0.0,B
0,199,0.0,0.0,1782.566348838387,C
0,200,0.0,0.0,2656.9816457756683,C
0,201,0.0,0.0,2352.909189560068,C
0,202,0.0,0.0,2302.0492491149166,C
0,203,0.0,0.0,2535.5536008485474,C
0,204,0.0,0.0,1845.2453863525457,C
0,205,0.0,0.0,2015.418626789832,C
0,206,0.0,2193.1309612599907,0.0,B
0,207,1829.7498425503043,0.0,600.5732227658591,AC
0,208,0.0,2265.102188040721,0.0,B
0,209,0.0,1850.4918143152572,0.0,B
0,210,0.0,2015.2486201644215,0.0,B
0,211,0.0,1848.276826932794,0.0,B
0,212,0.0,1759.135071664487,0.0,B
0,213,0.0,1969.1428587231617,0.0,B
0,214,0.0,1771.2446043259815,0.0,B
0,215,0.0,2186.996500109341,0.0,B
0,216,0.0,0.0,2456.121191079784,C
0,217,0.0,0.0,2032.843312285723,C
0,218,0.0,0.0,2261.886402745716,C
0,219,0.0,0.0,1616.5291694236778,C
0,220,0.0,1789.961486255655,0.0,B
0,221,0.0,1690.0481668812306,0.0,B
0,222,0.0,2158.1062730449376,0.0,B
0,223,0.0,2377.487876148502,0.0,B
0,224,0.0,2180.258379125639,0.0,B
0,225,0.0,1936.1207965717508,0.0,B
0,226,0.0,2697.4795077776284,0.0,B
0,227,0.0,1669.1841093163532,0.0,B
0,228,0.0,2594.0895369540517,0.0,B
0,229,0.0,1797.1936779487444,0.0,B
0,230,0.0,2827.8141002828015,0.0,B
0,231,0.0,2315.9371506718608,0.0,B
0,232,0.0,2312.434197863967,0.0,B
0,233,0.0,2661.5885134949344,0.0,B
0,234,0.0,2311.164654173132,0.0,B
0,235,0.0,1763.0885608883043,0.0,B
0,236,0.0,2105.918068275272,0.0,B
0,237,0.0,1543.4960813846321,0.0,B
0,238,0.0,2494.5925148981346,0.0,B
0,239,0.0,2639.5631645157314,0.0,B
0,240,0.0,1701.4620168492713,0.0,B
0,241,0.0,2123.5016964742404,0.0,B
0,242,0.0,2045.1635734787174,0.0,B
0,243,0.0,1913.5892767762105,0.0,B
0,244,0.0,2043.6125647580423,0.0,B
0,245,0.0,2378.727553916165,0.0,B
0,246,0.0,1927.2331827206367,0.0,B
0,247,0.0,2262.669096568697,0.0,B
0,248,0.0,1727.3528319089319,0.0,B
0,249,0.0,1950.9902242395829,0.0,B
0,250,0.0,1384.5362621682964,0.0,B
0,251,0.0,2009.0859210947071,0.0,B
0,252,0.0,2135.057101453858,0.0,B
0,253,0.0,1705.012376476765,0.0,B
0,254,0.0,2078.630013616709,0.0,B
0,255,0.0,2495.327178356765,0.0,B
0,256,0.0,1696.6913968931094,0.0,B
0,257,0.0,1861.565165178964,0.0,B
0,258,0.0,2522.9338732241436,0.0,B
0,259,0.0,1983.4661594779343,0.0,B
0,260,0.0,2440.6855023774388,0.0,B
0,261,0.0,2353.235172844888,0.0,B
0,262,0.0,2572.9904338660845,0.0,B
0,263,0.0,2317.252571345217,0.0,B
0,264,0.0,1858.5422626811667,0.0,B
0,265,0.0,1812.8916941991072,0.0,B
0,266,0.0,2195.060664318405,0.0,B
0,267,0.0,2629.2918621424983,0.0,B
0,268,0.0,2131.1391567736828,0.0,B
0,269,0.0,3051.1451403782735,0.0,B
0,270,0.0,2429.8609066407244,0.0,B
0,271,0.0,2028.8703216315319,0.0,B
0,272,0.0,2572.7241742563033,0.0,B
0,273,0.0,1855.3042284643861,0.0,B
0,274,1798.1681535128084,0.0,406.0575767620549,AC
0,275,293.689991158983,0.0,1969.8774277488587,AC
0,276,0.0,1757.0876288040888,0.0,B
0,277,44.99118840760593,0.0,1303.8447215574229,AC
0,278,0.0,0.0,1796.729968244886,C
0,279,61.62985379003037,0.0,1250.8011841748541,AC
0,280,386.5888660958913,0.0,1101.3761181036562,AC
0,281,0.0,2561.299420776629,0.0,B
0,282,0.0,2028.3053088059778,0.0,B
0,283,0.0,1785.3844558822022,0.0,B
0,284,0.0,2282.9979970257277,0.0,B
0,285,0.0,2039.4804441795327,0.0,B
0,286,0.0,1558.6356890095965,0.0,B
0,287,0.0,1392.4898486683408,0.0,B
0,288,0.0,2581.849690117548,0.0,B
0,289,0.0,1652.7050103374136,0.0,B
0,290,0.0,1643.4348223180411,0.0,B
0,291,0.0,1567.1787009307711,0.0,B
0,292,0.0,2183.776253124032,0.0,B
0,293,0.0,1588.4381191865027,0.0,B
0,294,0.0,1675.4736010497509,0.0,B
0,295,0.0,2122.364270285614,0.0,B
0,296,0.0,1972.4459837313796,0.0,B
0,297,0.0,2370.9966694768154,0.0,B
0,298,0.0,1795.245348092284,0.0,B
0,299,0.0,1594.9449120638644,0.0,B
0,300,0.0,1407.0544871310467,0.0,B
0,301,0.0,1958.2856592034602,0.0,B
0,302,0.0,1589.8482586593425,0.0,B
0,303,0.0,2168.1194029125,0.0,B
0,304,0.0,2278.8926058071206,0.0,B
0,305,0.0,1868.579181745381,0.0,B
0,306,0.0,2522.3584325700003,0.0,B
0,307,0.0,1394.4894893032053,0.0,B
0,308,0.0,2023.6446918115207,0.0,B
0,309,0.0,2969.0991832118743,0.0,B
0,310,0.0,1751.5756211315488,0.0,B
0,311,0.0,2788.966995178948,0.0,B
0,312,0.0,2620.1124472292186,0.0,B
0,313,0.0,1722.8285075531057,0.0,B
0,314,0.0,988.7888510008561,0.0,B
0,315,0.0,1660.3977842882546,0.0,B
0,316,0.0,1818.6894928086328,0.0,B
0,317,0.0,1732.1304694388314,0.0,B
0,318,0.0,2416.5030987204755,0.0,B
0,319,0.0,1577.5261141447552,0.0,B
0,320,0.0,2136.018826025674,0.0,B
0,321,0.0,2351.3607741372557,0.0,B
0,322,0.0,1806.4273465821907,0.0,B
0,323,0.0,1770.3326490911784,0.0,B
0,324,0.0,2087.9430776808326,0.0,B
0,325,0.0,2317.902544961451,0.0,B
0,326,0.0,1958.3613497359918,0.0,B
0,327,0.0,2011.1831811620684,0.0,B
0,328,0.0,2015.0815567518077,0.0,B
0,329,0.0,2329.917738270332,0.0,B
0,330,0.0,2470.0149003893275,0.0,B
0,331,0.0,1852.5092481161319,0.0,B
0,332,0.0,2197.160754880043,0.0,B
0,333,0.0,1945.222053041787,0.0,B
0,334,0.0,1667.4850918873976,0.0,B
0,335,0.0,1915.887430777062,0.0,B
0,336,0.0,1713.396364717405,0.0,B
0,337,0.0,1785.9607875676024,0.0,B
0,338,0.0,1542.527950592939,0.0,B
0,339,0.0,1995.6054427978354,0.0,B
0,340,0.0,1732.6086134657107,0.0,B
0,341,0.0,2471.8333146091177,0.0,B
0,342,0.0,2173.91346076227,0.0,B
0,343,0.0,2377.410673979511,0.0,B
0,344,0.0,2341.135347598125,0.0,B
0,345,0.0,1732.2074408750068,0.0,B
0,346,0.0,2278.2561738527775,0.0,B
0,347,0.0,1690.1922242605206,0.0,B
0,348,0.0,2317.7609411347207,0.0,B
0,349,0.0,2150.5839623909305,0.0,B
0,350,0.0,2016.449411485548,0.0,B
0,351,0.0,2601.6927554931185,0.0,B
0,352,0.0,1792.8607337567887,0.0,B
0,353,0.0,2053.7985698204966,0.0,B
0,354,0.0,2196.47163999594,0.0,B
0,355,0.0,1964.7433530722276,0.0,B
0,356,0.0,1574.4931654919274,0.0,B
0,357,0.0,1328.8247846057689,0.0,B
0,358,0.0,1707.6004891975665,0.0,B
0,359,0.0,1751.0897487872642,0.0,B
0,360,0.0,1635.7254334692468,0.0,B
0,361,0.0,1690.5460455495443,0.0,B
0,362,0.0,2188.4696294610094,0.0,B
0,363,0.0,1905.4367472610443,0.0,B
0,364,0.0,2214.0468819731977,0.0,B
0,365,0.0,2242.5453498875377,0.0,B
0,366,0.0,1866.0185540579535,0.0,B
0,367,0.0,1491.9835420885129,0.0,B
0,368,0.0,1813.0628965997284,0.0,B
0,369,0.0,1615.1008375397396,0.0,B
0,370,0.0,2551.978355570139,0.0,B
0,371,0.0,2190.363519412403,0.0,B
0,372,0.0,2434.1936543482248,0.0,B
0,373,0.0,2877.7462200166706,0.0,B
0,374,0.0,1414.883626938651,0.0,B
0,375,0.0,2563.5432107209563,0.0,B
0,376,0.0,1990.9358977649981,0.0,B
0,377,0.0,1926.7859008661294,0.0,B
0,378,0.0,2141.191086839259,0.0,B
0,379,0.0,1547.2988139968743,0.0,B
0,380,0.0,1970.4021021528297,0.0,B
0,381,0.0,2096.2107587929618,0.0,B
0,382,0.0,2188.590850799668,0.0,B
0,383,0.0,2035.7385497111234,0.0,B
0,384,0.0,1365.6376508637977,0.0,B
0,385,0.0,1944.974268614196,0.0,B
0,386,0.0,1807.5444435972522,0.0,B
0,387,0.0,2167.7307121049653,0.0,B
0,388,0.0,1821.5759249283665,0.0,B
0,389,0.0,2061.791478704192,0.0,B
0,390,0.0,1716.3768226890534,0.0,B
0,391,0.0,2264.268149970599,0.0,B
0,392,0.0,1793.5195190371016,0.0,B
0,393,0.0,1626.0554697935913,0.0,B
0,394,0.0,2022.359577505047,0.0,B
0,395,0.0,1907.4113626578026,0.0,B
0,396,0.0,2124.9275489122692,0.0,B
0,397,0.0,2222.1035963940785,0.0,B
0,398,0.0,2445.3245478012655,0.0,B
0,399,0.0,2438.5252749623537,0.0,B
0,400,0.0,1803.7568106214264,0.0,B
0,401,0.0,2113.4082638814093,0.0,B
0,402,0.0,1460.0452790219379,0.0,B
0,403,0.0,1457.8714560088715,0.0,B
0,404,0.0,2071.1600913534858,0.0,B
0,405,0.0,2088.11316516122,0.0,B
0,406,0.0,1877.774861354947,0.0,B
0,407,0.0,2628.685297925694,0.0,B
0,408,0.0,1980.7762093374968,0.0,B
0,409,0.0,1611.0387928239238,0.0,B
0,410,0.0,1373.3502751260196,0.0,B
0,411,0.0,1615.2749413195509,0.0,B
0,412,0.0,2353.6675343853494,0.0,B
0,413,0.0,2257.800588171185,0.0,B
0,414,0.0,2524.8214183837567,0.0,B
0,415,0.0,1925.1534013107266,0.0,B
0,416,0.0,1620.1802081329224,0.0,B
0,417,0.0,1541.045031874415,0.0,B
0,418,0.0,2577.9856875691194,0.0,B
0,419,0.0,2330.485836467688,0.0,B
0,420,0.0,1462.092271285276,0.0,B
0,421,0.0,2277.0575055575505,0.0,B
0,422,0.0,2545.714627278571,0.0,B
0,423,0.0,1980.5706699033085,0.0,B
0,424,0.0,1584.6960404916463,0.0,B
0,425,0.0,2134.538435381739,0.0,B
0,426,0.0,1269.4926168950917,0.0,B
0,427,0.0,1712.1247372950338,0.0,B
0,428,0.0,2076.848224020572,0.0,B
0,429,0.0,2059.5805959035233,0.0,B
0,430,0.0,2432.255064167833,0.0,B
0,431,0.0,1571.70580395752,0.0,B
0,432,0.0,3151.2902619805864,0.0,B
0,433,0.0,2240.192598017734,0.0,B
0,434,0.0,2030.5388022754382,0.0,B
0,435,0.0,1504.6907159632035,0.0,B
0,436,0.0,1653.8832652469266,0.0,B
0,437,0.0,2944.9831322097493,0.0,B
0,438,0.0,1845.8708104350685,0.0,B
0,439,0.0,2161.294960495594,0.0,B
0,440,0.0,2028.1773337309753,0.0,B
0,441,0.0,2458.3871067957843,0.0,B
0,442,0.0,2889.5917071349836,0.0,B
0,443,0.0,2635.7963515240713,0.0,B
0,444,0.0,1710.1731203645004,0.0,B
0,445,0.0,1487.9661044888069,0.0,B
0,446,0.0,1982.792776283996,0.0,B
0,447,0.0,2240.6040208883646,0.0,B
0,448,0.0,1693.7043777877534,0.0,B
0,449,0.0,1692.7801489540677,0.0,B
0,450,0.0,2221.4530072947564,0.0,B
0,451,0.0,1999.5015310557046,0.0,B
0,452,0.0,2186.287491499619,0.0,B
0,453,0.0,1865.9534768949243,0.0,B
0,454,0.0,2197.0681221049426,0.0,B
0,455,0.0,1678.7711933198484,0.0,B
0,456,0.0,2497.228200603231,0.0,B
0,457,0.0,2054.04400957002,0.0,B
0,458,0.0,1892.7292219030523,0.0,B
0,459,0.0,1959.7775185272094,0.0,B
0,460,0.0,1739.332759875822,0.0,B
0,461,0.0,2899.3649584949094,0.0,B
0,462,0.0,998.0993955782213,0.0,B
0,463,0.0,2165.9750231270323,0.0,B
0,464,0.0,1918.5495444682476,0.0,B
0,465,0.0,2307.350343908402,0.0,B
0,466,0.0,2012.2871598860131,0.0,B
0,467,0.0,2591.793592064369,0.0,B
0,468,0.0,1896.365021688786,0.0,B
0,469,0.0,2229.52598206276,0.0,B
0,470,0.0,1717.1794087267358,0.0,B
0,471,0.0,2913.9443749932684,0.0,B
0,472,0.0,1480.360398057376,0.0,B
0,473,0.0,1867.1522853545862,0.0,B
0,474,0.0,2034.023897474605,0.0,B
0,475,0.0,1388.660799881424,0.0,B
0,476,0.0,2533.4056539971302,0.0,B
0,477,0.0,1865.2067747050855,0.0,B
0,478,0.0,1886.31672056129,0.0,B
0,479,0.0,1616.4615427505528,0.0,B
0,480,0.0,1954.6285125615132,0.0,B
0,481,0.0,2069.1105247764253,0.0,B
0,482,0.0,1557.18670950299,0.0,B
0,483,0.0,1635.821814698047,0.0,B
0,484,0.0,2026.9627896038407,0.0,B
0,485,0.0,2017.95289956078,0.0,B
0,486,0.0,1826.024214396973,0.0,B
0,487,0.0,1862.658658406112,0.0,B
0,488,0.0,2520.347910460386,0.0,B
0,489,0.0,0.0,2578.645183826638,C
0,490,0.0,0.0,2087.8338357353787,C
0,491,0.0,1299.4676156601954,0.0,B
0,492,0.0,2162.7930338291058,0.0,B
0,493,0.0,2028.2796913613736,0.0,B
0,494,0.0,1733.3301022316932,0.0,B
0,495,0.0,1997.9446714474848,0.0,B
0,496,0.0,2697.88816429437,0.0,B
0,497,0.0,2318.9140561684258,0.0,B
0,498,0.0,1302.1387095038995,0.0,B
0,499,0.0,2027.493840268617,0.0,B
0,500,0.0,1698.2369730240564,0.0,B
0,501,0.0,1550.669457338958,0.0,B
0,502,0.0,2271.462711045975,0.0,B
0,503,0.0,2308.7281461649923,0.0,B
0,504,0.0,2646.8925763313937,0.0,B
0,505,0.0,1678.0694319751199,0.0,B
0,506,0.0,1951.755039907198,0.0,B
0,507,0.0,1655.5687357580553,0.0,B
0,508,0.0,1077.0668692866807,0.0,B
0,509,0.0,1903.3029178251218,0.0,B
0,510,0.0,1994.534113766313,0.0,B
0,511,0.0,1788.7243494133288,0.0,B
0,512,0.0,1835.0176532908072,0.0,B
0,513,0.0,1988.7018089793835,0.0,B
0,514,0.0,2443.822068224791,0.0,B
0,515,0.0,2438.6760515328306,0.0,B
0,516,0.0,1947.4591657645017,0.0,B
0,517,0.0,2149.115288238686,0.0,B
0,518,0.0,1963.6668424849263,0.0,B
0,519,0.0,2558.9675849199202,0.0,B
0,520,0.0,1726.9439537564488,0.0,B
0,521,0.0,2257.4480083250905,0.0,B
0,522,0.0,1999.282756971166,0.0,B
0,523,0.0,2433.320274538636,0.0,B
0,524,0.0,2464.413442190297,0.0,B
0,525,0.0,1884.0700155130305,0.0,B
0,526,0.0,2160.1931217504784,0.0,B
0,527,0.0,2640.562706765523,0.0,B
0,528,0.0,2080.2970756023874,0.0,B
0,529,0.0,2029.2843555221216,0.0,B
0,530,0.0,1942.1601629039053,0.0,B
0,531,0.0,2258.20223450291,0.0,B
0,532,0.0,1349.948715766493,0.0,B
0,533,0.0,2049.5805694197306,0.0,B
0,534,0.0,2209.105341748857,0.0,B
0,535,0.0,1880.6585568776045,0.0,B
0,536,0.0,2697.239486234632,0.0,B
0,537,0.0,1582.739394413413,0.0,B
0,538,0.0,2156.745406723925,0.0,B
0,539,0.0,3348.090861317349,0.0,B
0,540,0.0,1834.5130509865812,0.0,B
0,541,0.0,1931.9746383586416,0.0,B
0,542,0.0,1496.038630048964,0.0,B
0,543,0.0,1729.8874123328947,0.0,B
0,544,0.0,2277.8731428612077,0.0,B
0,545,0.0,1955.140814788942,0.0,B
0,546,0.0,2385.1404946130165,0.0,B
0,547,0.0,1903.8866584713785,0.0,B
0,548,0.0,2251.8278850024044,0.0,B
0,549,0.0,2394.0680018669796,0.0,B
0,550,0.0,1860.8720576658875,0.0,B
0,551,0.0,2314.160608367971,0.0,B
0,552,0.0,1623.4270872264497,0.0,B
0,553,0.0,1694.0388692154506,0.0,B
0,554,0.0,2681.192322176979,0.0,B
0,555,0.0,1510.3275742424105,0.0,B
0,556,0.0,1442.5388493296632,0.0,B
0,557,0.0,2392.7369161566653,0.0,B
0,558,0.0,2092.6188995782923,0.0,B
0,559,0.0,2197.4602825227935,0.0,B
0,560,0.0,1882.8267575505718,0.0,B
0,561,0.0,1430.3453750538586,0.0,B
0,562,0.0,2354.428946196238,0.0,B
0,563,0.0,2286.6126619115785,0.0,B
0,564,0.0,2084.252060255898,0.0,B
0,565,0.0,2682.069503028952,0.0,B
0,566,0.0,1601.18787534703,0.0,B
0,567,0.0,1531.829880570646,0.0,B
0,568,0.0,1447.4306436902052,0.0,B
0,569,0.0,1927.5065818532883,0.0,B
0,570,0.0,1749.526789449264,0.0,B
0,571,0.0,2207.256179543531,0.0,B
0,572,0.0,2095.7495678762507,0.0,B
0,573,0.0,2085.6374988297666,0.0,B
0,574,0.0,2459.8993510736063,0.0,B
0,575,0.0,2144.4749232411923,0.0,B
0,576,0.0,2344.2736502547127,0.0,B
0,577,0.0,1718.0331859819169,0.0,B
0,578,0.0,2101.8321406917794,0.0,B
0,579,0.0,1854.0232145770988,0.0,B
0,580,0.0,2160.7309512392303,0.0,B
0,581,0.0,2357.882658740159,0.0,B
0,582,0.0,1657.190898998316,0.0,B
0,583,0.0,0.0,2747.2415867100076,C
0,584,0.0,1504.4945489703257,0.0,B
0,585,0.0,1818.3584152454328,0.0,B
0,586,0.0,2046.1920011597742,0.0,B
0,587,0.0,1344.8139120306714,0.0,B
0,588,0.0,2034.8292875862314,0.0,B
0,589,0.0,1832.0494477573998,0.0,B
0,590,0.0,2024.121101939428,0.0,B
0,591,0.0,2531.9078334436863,0.0,B
0,592,0.0,2065.7083116142553,0.0,B
0,593,0.0,0.0,2201.3353972044506,C
0,594,0.0,2170.5125475838067,0.0,B
0,595,0.0,2016.042189262508,0.0,B
0,596,0.0,2866.315713326317,0.0,B
0,597,0.0,0.0,1758.1354973474483,C
0,598,0.0,1553.094101160047,0.0,B
0,599,0.0,1843.107295466682,0.0,B
0,600,0.0,1870.9983990709652,0.0,B
0,601,0.0,2435.576151825205,0.0,B
0,602,0.0,2643.2693089468603,0.0,B
0,603,0.0,2219.665962253779,0.0,B
0,604,0.0,2520.561340972576,0.0,B
0,605,0.0,2240.7372491892374,0.0,B
0,606,0.0,1678.9945951229247,0.0,B
0,607,0.0,2224.5708770718697,0.0,B
0,608,0.0,1958.4798736121677,0.0,B
0,609,0.0,1627.8551099783037,0.0,B
0,610,2189.1752080613132,0.0,0.0,A
