sample_id,bus_id,CAIFI_FIC
0,909,3
0,910,1
0,911,1
0,912,0
0,913,1
0,914,1
0,915,0
0,916,1
0,917,2
0,918,0
0,919,0
0,920,0
0,921,1
0,922,2
0,923,1
0,924,5
0,925,3
0,926,1
0,927,2
0,928,0
0,929,0
0,930,1
0,931,0
0,932,2
0,933,2
0,934,2
0,935,1
0,936,1
0,937,0
0,938,1
0,939,2
0,940,0
0,941,1
0,942,0
0,943,1
0,944,1
0,945,2
0,946,2
0,947,1
0,948,4
0,949,0
0,950,0
1,0,9
1,1,0
1,2,0
1,3,0
1,4,4
1,5,3
1,6,0
1,7,1
1,8,1
1,9,0
1,10,0
1,11,2
1,12,1
1,13,2
1,14,0
1,15,0
1,16,0
1,17,0
1,18,1
1,19,1
1,20,0
1,21,2
1,22,1
1,23,0
1,24,2
1,25,0
1,26,0
1,27,2
1,28,1
1,29,1
1,30,3
1,31,1
1,32,1
1,33,0
1,34,2
1,35,0
1,36,0
1,37,2
1,38,0
1,39,2
1,40,1
1,41,1
1,42,0
1,43,0
1,44,3
1,45,0
1,46,1
1,47,0
1,48,0
1,49,1
1,50,1
1,51,0
1,52,2
1,53,2
1,54,0
1,55,1
1,56,0
1,57,1
1,58,2
1,59,0
1,60,1
1,61,1
1,62,1
1,63,1
1,64,2
1,65,1
1,66,0
1,67,1
1,68,1
1,69,1
1,70,4
1,71,0
1,72,2
1,73,2
1,74,1
1,75,0
1,76,0
1,77,3
1,78,0
1,79,2
1,80,4
1,81,1
1,82,0
1,83,0
1,84,1
1,85,0
1,86,3
1,87,1
1,88,1
1,89,1
1,90,2
1,91,2
1,92,1
1,93,2
1,94,0
1,95,2
1,96,0
1,97,1
1,98,2
1,99,2
1,100,1
1,101,3
1,102,2
1,103,0
1,104,0
1,105,2
1,106,0
1,107,0
1,108,1
1,109,1
1,110,0
1,111,2
1,112,0
1,113,2
1,114,0
1,115,1
1,116,1
1,117,1
1,118,0
1,119,0
1,120,2
1,121,0
1,122,2
1,123,4
1,124,2
1,125,0
1,126,1
1,127,2
1,128,1
1,129,0
1,130,1
1,131,1
1,132,3
1,133,1
1,134,2
1,135,2
1,136,0
1,137,0
1,138,1
1,139,2
1,140,2
1,141,4
1,142,0
1,143,8
1,144,3
1,145,2
1,146,0
1,147,1
1,148,1
1,149,5
1,150,0
1,151,6
1,152,0
1,153,5
1,154,2
1,155,0
1,156,0
1,157,1
1,158,0
1,159,0
1,160,0
1,161,0
1,162,0
1,163,1
1,164,2
1,165,0
1,166,0
1,167,4
1,168,0
1,169,6
1,170,0
1,171,1
1,172,0
1,173,1
1,174,4
1,175,4
1,176,0
1,177,2
1,178,0
1,179,0
1,180,3
1,181,0
1,182,1
1,183,0
1,184,0
1,185,0
1,186,7
1,187,4
1,188,3
1,189,0
1,190,0
1,191,2
1,192,0
1,193,1
1,194,1
1,195,0
1,196,1
1,197,0
1,198,0
1,199,0
1,200,0
1,201,0
1,202,3
1,203,2
1,204,0
1,205,4
1,206,0
1,207,2
1,208,0
1,209,2
1,210,0
1,211,2
1,212,1
1,213,0
1,214,1
1,215,2
1,216,0
1,217,1
1,218,4
1,219,3
1,220,3
1,221,2
1,222,0
1,223,1
1,224,1
1,225,2
1,226,1
1,227,0
1,228,0
1,229,7
1,230,0
1,231,1
1,232,0
1,233,2
1,234,0
1,235,0
1,236,0
1,237,2
1,238,0
1,239,1
1,240,1
1,241,1
1,242,0
1,243,0
1,244,1
1,245,0
1,246,1
1,247,0
1,248,4
1,249,0
1,250,3
1,251,2
1,252,1
1,253,2
1,254,2
1,255,0
1,256,2
1,257,2
1,258,2
1,259,0
1,260,0
1,261,1
1,262,0
1,263,1
1,264,2
1,265,1
1,266,0
1,267,1
1,268,3
1,269,1
1,270,0
1,271,0
1,272,2
1,273,0
1,274,0
1,275,3
1,276,1
1,277,2
1,278,0
1,279,3
1,280,2
1,281,4
1,282,0
1,283,2
1,284,1
1,285,2
1,286,1
1,287,1
1,288,2
1,289,0
1,290,1
1,291,6
1,292,0
1,293,1
1,294,2
1,295,1
1,296,1
1,297,1
1,298,3
1,299,1
1,300,2
1,301,0
1,302,0
1,303,1
1,304,1
1,305,2
1,306,2
1,307,1
1,308,0
1,309,0
1,310,3
1,311,2
1,312,0
1,313,1
1,314,1
1,315,1
1,316,0
1,317,0
1,318,0
1,319,3
1,320,1
1,321,1
1,322,0
1,323,1
1,324,0
1,325,4
1,326,2
1,327,2
1,328,1
1,329,1
1,330,0
1,331,0
1,332,1
1,333,2
1,334,1
1,335,2
1,336,0
1,337,1
1,338,3
1,339,2
1,340,2
1,341,1
1,342,0
1,343,0
1,344,4
1,345,0
1,346,1
1,347,1
1,348,1
1,349,0
1,350,0
1,351,0
1,352,0
1,353,1
1,354,0
1,355,1
1,356,1
1,357,1
1,358,0
1,359,2
1,360,0
1,361,4
1,362,0
1,363,2
1,364,0
1,365,0
1,366,7
1,367,1
1,368,6
1,369,3
1,370,0
1,371,3
1,372,1
1,373,6
1,374,0
1,375,0
1,376,1
1,377,1
1,378,1
1,379,0
1,380,1
1,381,0
1,382,3
1,383,2
1,384,0
1,385,1
1,386,3
1,387,0
1,388,0
1,389,2
1,390,1
1,391,0
1,392,1
1,393,3
1,394,1
1,395,1
1,396,0
1,397,0
1,398,1
1,399,1
1,400,1
1,401,2
1,402,1
1,403,2
1,404,0
1,405,0
1,406,2
1,407,1
1,408,1
1,409,0
1,410,0
1,411,0
1,412,1
1,413,1
1,414,1
1,415,1
1,416,2
1,417,9
1,418,1
1,419,0
1,420,2
1,421,0
1,422,0
1,423,0
1,424,0
1,425,4
1,426,3
1,427,1
1,428,5
1,429,0
1,430,2
1,431,5
1,432,7
1,433,5
1,434,2
1,435,1
1,436,6
1,437,2
1,438,1
1,439,1
1,440,0
1,441,2
1,442,1
1,443,0
1,444,4
1,445,1
1,446,2
1,447,4
1,448,0
1,449,1
1,450,0
1,451,0
1,452,2
1,453,1
1,454,1
1,455,6
1,456,1
1,457,4
1,458,1
1,459,1
1,460,1
1,461,0
1,462,0
1,463,1
1,464,0
1,465,0
1,466,1
1,467,0
1,468,0
1,469,10
1,470,0
1,471,0
1,472,0
1,473,1
1,474,1
1,475,1
1,476,2
1,477,0
1,478,0
1,479,0
1,480,0
1,481,0
1,482,2
1,483,2
1,484,0
1,485,0
1,486,0
1,487,0
1,488,1
1,489,2
1,490,1
1,491,1
1,492,0
1,493,4
1,494,0
1,495,0
1,496,0
1,497,3
1,498,0
1,499,1
1,500,1
1,501,4
1,502,0
1,503,0
1,504,0
1,505,0
1,506,4
1,507,1
1,508,0
1,509,0
1,510,5
1,511,1
1,512,3
1,513,0
1,514,0
1,515,0
1,516,0
1,517,0
1,518,5
1,519,4
1,520,0
1,521,5
1,522,4
1,523,1
1,524,4
1,525,1
1,526,6
1,527,5
1,528,1
1,529,1
1,530,7
1,531,1
1,532,0
1,533,0
1,534,0
1,535,1
1,536,2
1,537,0
1,538,1
1,539,0
1,540,3
1,541,3
1,542,1
1,543,1
1,544,0
1,545,5
1,546,3
1,547,1
1,548,13
1,549,5
1,550,0
1,551,1
1,552,1
1,553,0
1,554,1
1,555,6
1,556,0
1,557,1
1,558,0
1,559,1
1,560,0
1,561,0
1,562,0
1,563,1
1,564,1
1,565,2
1,566,1
1,567,1
1,568,1
1,569,2
1,570,1
1,571,1
1,572,1
1,573,2
1,574,1
1,575,1
1,576,0
1,577,2
1,578,0
1,579,1
1,580,0
1,581,1
1,582,1
1,583,0
1,584,3
1,585,3
1,586,0
1,587,0
1,588,0
1,589,0
1,590,3
1,591,1
1,592,0
1,593,1
1,594,0
1,595,1
1,596,3
1,597,2
1,598,1
1,599,0
1,600,1
1,601,0
1,602,3
1,603,3
1,604,4
1,605,0
1,606,1
1,607,2
1,608,2
1,609,0
1,610,4
1,611,1
1,612,3
1,613,1
1,614,1
1,615,2
1,616,3
1,617,1
1,618,0
1,619,3
1,620,0
1,621,1
1,622,0
1,623,2
1,624,1
1,625,0
1,626,2
1,627,3
1,628,0
1,629,0
1,630,0
1,631,0
1,632,2
1,633,2
1,634,2
1,635,3
1,636,1
1,637,1
1,638,4
1,639,0
1,640,2
1,641,2
1,642,1
1,643,2
1,644,0
1,645,2
1,646,0
1,647,0
1,648,4
1,649,1
1,650,1
1,651,1
1,652,0
1,653,0
1,654,3
1,655,0
1,656,0
1,657,1
1,658,0
1,659,1
1,660,1
1,661,1
1,662,0
1,663,2
1,664,0
1,665,1
1,666,1
1,667,2
1,668,1
1,669,0
1,670,1
1,671,0
1,672,4
1,673,0
1,674,0
1,675,1
1,676,2
1,677,1
1,678,2
1,679,1
1,680,0
1,681,0
1,682,1
1,683,0
1,684,0
1,685,1
1,686,2
1,687,7
1,688,0
1,689,1
1,690,3
1,691,0
1,692,0
1,693,2
1,694,2
1,695,2
1,696,2
1,697,0
1,698,0
1,699,1
1,700,3
1,701,5
1,702,0
1,703,0
1,704,1
1,705,0
1,706,2
1,707,3
1,708,1
1,709,0
1,710,1
1,711,0
1,712,2
1,713,2
1,714,4
1,715,4
1,716,0
1,717,0
1,718,0
1,719,6
1,720,0
1,721,2
1,722,2
1,723,0
1,724,0
1,725,6
1,726,3
1,727,1
1,728,1
1,729,2
1,730,3
1,731,0
1,732,0
1,733,0
1,734,0
1,735,7
1,736,1
1,737,0
1,738,1
1,739,1
1,740,1
1,741,2
1,742,3
1,743,1
1,744,1
1,745,1
1,746,0
1,747,1
1,748,2
1,749,0
1,750,1
1,751,2
1,752,0
1,753,0
1,754,0
1,755,0
1,756,0
1,757,0
1,758,1
1,759,6
1,760,0
1,761,1
1,762,0
1,763,1
1,764,1
1,765,2
1,766,1
1,767,1
1,768,0
1,769,6
1,770,2
1,771,0
1,772,5
1,773,1
1,774,2
1,775,0
1,776,0
1,777,0
1,778,0
1,779,1
1,780,1
1,781,1
1,782,1
1,783,2
1,784,7
1,785,2
1,786,0
1,787,4
1,788,1
1,789,2
1,790,0
1,791,2
1,792,11
1,793,0
1,794,1
1,795,0
1,796,0
1,797,1
1,798,0
1,799,4
1,800,1
1,801,2
1,802,0
1,803,1
1,804,0
1,805,0
1,806,0
1,807,1
1,808,5
1,809,4
1,810,0
1,811,1
1,812,1
1,813,6
1,814,0
1,815,2
1,816,1
1,817,1
1,818,0
1,819,0
1,820,2
1,821,0
1,822,0
1,823,0
1,824,2
1,825,3
1,826,1
1,827,0
1,828,0
1,829,2
1,830,1
1,831,10
1,832,1
1,833,3
1,834,1
1,835,1
1,836,1
1,837,1
1,838,1
1,839,3
1,840,0
1,841,0
1,842,0
1,843,4
1,844,0
1,845,4
1,846,1
1,847,1
1,848,0
1,849,0
1,850,2
1,851,0
1,852,2
1,853,1
1,854,0
1,855,1
1,856,0
1,857,1
1,858,0
1,859,0
1,860,5
1,861,1
1,862,3
1,863,0
1,864,0
1,865,0
1,866,0
1,867,1
1,868,1
1,869,2
1,870,0
1,871,2
1,872,1
1,873,0
1,874,1
1,875,1
1,876,0
1,877,1
1,878,0
1,879,2
1,880,0
1,881,2
1,882,0
1,883,2
1,884,1
1,885,0
1,886,2
1,887,1
1,888,1
1,889,0
1,890,1
1,891,0
1,892,1
1,893,1
1,894,2
1,895,0
1,896,2
1,897,0
1,898,4
1,899,4
1,900,1
1,901,3
1,902,1
1,903,1
1,904,3
1,905,1
1,906,1
1,907,0
1,908,1
1,909,0
1,910,0
1,911,1
1,912,0
1,913,1
1,914,0
1,915,2
1,916,4
1,917,1
1,918,0
1,919,2
1,920,1
1,921,2
1,922,0
1,923,0
1,924,1
1,925,1
1,926,0
1,927,4
1,928,0
1,929,1
1,930,3
1,931,0
1,932,2
1,933,2
1,934,2
1,935,2
1,936,1
1,937,0
1,938,1
1,939,0
1,940,1
1,941,0
1,942,0
1,943,1
1,944,0
1,945,1
1,946,2
1,947,3
1,948,0
1,949,0
1,950,1
2,0,8
2,1,3
2,2,0
2,3,3
2,4,1
2,5,2
2,6,1
2,7,0
2,8,2
2,9,2
2,10,1
2,11,2
2,12,0
2,13,0
2,14,1
2,15,0
2,16,1
2,17,0
2,18,0
2,19,2
2,20,0
2,21,2
2,22,1
2,23,0
2,24,1
2,25,0
2,26,0
2,27,1
2,28,1
2,29,0
2,30,1
2,31,2
2,32,1
2,33,0
2,34,1
2,35,1
2,36,0
2,37,0
2,38,5
2,39,0
2,40,1
2,41,0
2,42,0
2,43,1
2,44,1
2,45,0
2,46,0
2,47,1
2,48,1
2,49,1
2,50,0
2,51,0
2,52,1
2,53,1
2,54,0
2,55,0
2,56,0
2,57,0
2,58,0
2,59,2
2,60,1
2,61,3
2,62,1
2,63,1
2,64,1
2,65,0
2,66,0
2,67,1
2,68,0
2,69,2
2,70,0
2,71,3
2,72,1
2,73,2
2,74,0
2,75,0
2,76,0
2,77,0
2,78,1
2,79,1
2,80,4
2,81,0
2,82,1
2,83,1
2,84,0
2,85,1
2,86,0
2,87,4
2,88,0
2,89,0
2,90,0
2,91,2
2,92,0
2,93,4
2,94,1
2,95,0
2,96,1
2,97,2
2,98,1
2,99,1
2,100,5
2,101,0
2,102,0
2,103,2
2,104,1
2,105,0
2,106,0
2,107,0
2,108,1
2,109,0
2,110,0
2,111,0
2,112,2
2,113,2
2,114,1
2,115,0
2,116,1
2,117,0
2,118,2
2,119,0
2,120,0
2,121,0
2,122,4
2,123,0
2,124,2
2,125,1
2,126,0
2,127,0
2,128,2
2,129,0
2,130,0
2,131,1
2,132,3
2,133,4
2,134,4
2,135,0
2,136,3
2,137,1
2,138,2
2,139,4
2,140,4
2,141,5
2,142,1
2,143,4
2,144,2
2,145,4
2,146,0
2,147,1
2,148,2
2,149,3
2,150,0
2,151,3
2,152,0
2,153,4
2,154,2
2,155,3
2,156,0
2,157,5
2,158,0
2,159,0
2,160,0
2,161,1
2,162,1
2,163,3
2,164,3
2,165,1
2,166,0
2,167,2
2,168,2
2,169,3
2,170,0
2,171,0
2,172,0
2,173,2
2,174,2
2,175,2
2,176,3
2,177,0
2,178,0
2,179,0
2,180,2
2,181,1
2,182,0
2,183,0
2,184,1
2,185,0
2,186,4
2,187,2
2,188,1
2,189,0
2,190,2
2,191,5
2,192,0
2,193,1
2,194,0
2,195,2
2,196,0
2,197,0
2,198,0
2,199,2
2,200,0
2,201,0
2,202,2
2,203,1
2,204,0
2,205,0
2,206,1
2,207,0
2,208,1
2,209,0
2,210,0
2,211,2
2,212,0
2,213,0
2,214,1
2,215,0
2,216,1
2,217,1
2,218,2
2,219,1
2,220,0
2,221,2
2,222,1
2,223,1
2,224,2
2,225,4
2,226,1
2,227,0
2,228,0
2,229,1
2,230,1
2,231,0
2,232,0
2,233,0
2,234,0
2,235,1
2,236,1
2,237,0
2,238,0
2,239,2
2,240,0
2,241,4
2,242,2
2,243,2
2,244,0
2,245,1
2,246,1
2,247,0
2,248,0
2,249,0
2,250,0
2,251,2
2,252,2
2,253,1
2,254,2
2,255,0
2,256,0
2,257,0
2,258,0
2,259,2
2,260,1
2,261,4
2,262,0
2,263,1
2,264,1
2,265,2
2,266,2
2,267,3
2,268,0
2,269,0
2,270,0
2,271,0
2,272,1
2,273,1
2,274,1
2,275,1
2,276,0
2,277,5
2,278,2
2,279,3
2,280,1
2,281,0
2,282,0
2,283,1
2,284,2
2,285,2
2,286,2
2,287,0
2,288,1
2,289,2
2,290,2
2,291,0
2,292,0
2,293,1
2,294,0
2,295,0
2,296,0
2,297,0
2,298,1
2,299,0
2,300,0
2,301,0
2,302,1
2,303,1
2,304,0
2,305,0
2,306,0
2,307,2
2,308,1
2,309,1
2,310,0
2,311,1
2,312,0
2,313,0
2,314,0
2,315,0
2,316,2
2,317,0
2,318,5
2,319,1
2,320,0
2,321,0
2,322,0
2,323,1
2,324,2
2,325,0
2,326,0
2,327,0
2,328,1
2,329,0
2,330,0
2,331,1
2,332,2
2,333,0
2,334,1
2,335,2
2,336,1
2,337,2
2,338,0
2,339,0
2,340,1
2,341,1
2,342,0
2,343,1
2,344,0
2,345,0
2,346,0
2,347,1
2,348,0
2,349,0
2,350,0
2,351,0
2,352,1
2,353,1
2,354,3
2,355,0
2,356,0
2,357,2
2,358,1
2,359,1
2,360,0
2,361,1
2,362,0
2,363,0
2,364,0
2,365,0
2,366,9
2,367,0
2,368,3
2,369,1
2,370,4
2,371,2
2,372,0
2,373,3
2,374,0
2,375,0
2,376,1
2,377,0
2,378,1
2,379,0
2,380,1
2,381,1
2,382,1
2,383,1
2,384,0
2,385,0
2,386,1
2,387,0
2,388,0
2,389,0
2,390,1
2,391,1
2,392,1
2,393,0
2,394,0
2,395,0
2,396,1
2,397,1
2,398,1
2,399,0
2,400,0
2,401,1
2,402,1
2,403,0
2,404,1
2,405,0
2,406,0
2,407,0
2,408,3
2,409,0
2,410,0
2,411,2
2,412,0
2,413,1
2,414,2
2,415,1
2,416,3
2,417,0
2,418,1
2,419,3
2,420,2
2,421,1
2,422,2
2,423,0
